timestamp,b_0,b_1,b_2,b_3,ax,ay,az,gx,gy,gz,mx,my,mz,tbs,trash
1651610278.1289337,0,0,0,0,,,,,,,,,,,"[""b'0.44"", '-2.11', '0.44', '117.07', '-128.72', '-72.88', '2.10', '31.67', '-33.97', ""0\\r\\n'""]"
1651610278.1340675,0,0,0,0,,,,,,,,,,,"[""b'0.43"", '-2.00', '0.36', '107.54', '-133.48', '-32.10', '2.10', '31.67', '-33.97', ""0\\r\\n'""]"
1651610278.1413646,0,0,0,0,,,,,,,,,,,"[""b'0.37"", '-1.77', '0.48', '87.65', '-142.70', '2.01', '2.10', '31.67', '-33.97', ""0\\r\\n'""]"
1651610278.1487634,0,0,0,0,,,,,,,,,,,"[""b'0.32"", '-1.55', '0.74', '69.03', '-152.83', '30.21', '2.10', '31.67', '-33.97', ""0\\r\\n'""]"
1651610278.1547387,0,0,0,0,,,,,,,,,,,"[""b'0.27"", '-1.36', '1.11', '55.05', '-158.81', '53.83', '-4.46', '35.17', '-34.02', ""0\\r\\n'""]"
1651610278.1616375,0,0,0,0,,,,,,,,,,,"[""b'0.25"", '-1.18', '1.47', '40.41', '-156.56', '75.26', '-4.46', '35.17', '-34.02', ""0\\r\\n'""]"
1651610278.1678293,0,0,0,0,,,,,,,,,,,"[""b'0.25"", '-0.98', '1.80', '28.93', '-145.26', '95.40', '-4.46', '35.17', '-34.02', ""0\\r\\n'""]"
1651610278.173768,0,0,0,0,,,,,,,,,,,"[""b'0.24"", '-0.78', '2.02', '20.75', '-126.40', '112.67', '-4.46', '35.17', '-34.02', ""0\\r\\n'""]"
1651610278.1796951,0,0,0,0,,,,,,,,,,,"[""b'0.21"", '-0.48', '2.18', '-0.43', '-101.75', '134.89', '-4.46', '35.17', '-34.02', ""0\\r\\n'""]"
1651610278.1859236,0,0,0,0,,,,,,,,,,,"[""b'0.19"", '-0.18', '2.27', '-0.43', '-101.75', '134.89', '-4.46', '35.17', '-34.02', ""0\\r\\n'""]"
1651610278.1918335,0,0,0,0,,,,,,,,,,,"[""b'0.13"", '0.17', '2.26', '-45.53', '-38.51', '137.08', '-9.80', '34.36', '-29.39', ""0\\r\\n'""]"
1651610278.197707,0,0,0,0,,,,,,,,,,,"[""b'0.11"", '0.20', '1.97', '-105.65', '27.65', '127.38', '-9.80', '34.36', '-29.39', ""0\\r\\n'""]"
1651610278.2037492,0,0,0,0,,,,,,,,,,,"[""b'0.25"", '0.31', '1.78', '-105.65', '27.65', '127.38', '-9.80', '34.36', '-29.39', ""0\\r\\n'""]"
1651610278.2097542,0,0,0,0,,,,,,,,,,,"[""b'0.17"", '0.46', '1.40', '-150.82', '72.63', '119.08', '-9.80', '34.36', '-29.39', ""0\\r\\n'""]"
1651610278.2155464,0,0,0,0,,,,,,,,,,,"[""b'0.04"", '0.46', '0.97', '-150.82', '72.63', '119.08', '-9.80', '34.36', '-29.39', ""0\\r\\n'""]"
1651610278.2216942,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.46', '0.53', '-154.54', '91.06', '114.20', '-9.80', '34.36', '-29.39', ""0\\r\\n'""]"
1651610278.2274232,0,0,0,0,,,,,,,,,,,"[""b'0.01"", '0.76', '0.13', '-200.81', '98.75', '108.09', '-7.84', '30.43', '-30.90', ""0\\r\\n'""]"
1651610278.2338526,0,0,0,0,,,,,,,,,,,"[""b'0.06"", '0.75', '-0.21', '-212.71', '94.12', '82.82', '-7.84', '30.43', '-30.90', ""0\\r\\n'""]"
1651610278.2397356,0,0,0,0,,,,,,,,,,,"[""b'0.03"", '1.04', '-0.59', '-200.50', '78.31', '66.16', '-7.84', '30.43', '-30.90', ""0\\r\\n'""]"
1651610278.2457385,0,0,0,0,,,,,,,,,,,"[""b'0.10"", '1.10', '-0.86', '-140.87', '55.05', '51.39', '-7.84', '30.43', '-30.90', ""0\\r\\n'""]"
1651610278.251893,0,0,0,0,,,,,,,,,,,"[""b'0.18"", '1.00', '-0.95', '-83.50', '28.50', '41.20', '-7.84', '30.43', '-30.90', ""0\\r\\n'""]"
1651610278.257449,0,0,0,0,,,,,,,,,,,"[""b'0.11"", '0.79', '-0.89', '-46.81', '2.99', '35.52', '-7.84', '30.43', '-30.90', ""0\\r\\n'""]"
1651610278.263311,0,0,0,0,,,,,,,,,,,"[""b'0.17"", '0.67', '-0.72', '-10.44', '-18.01', '34.12', '-7.48', '26.92', '-28.93', ""0\\r\\n'""]"
1651610278.2692826,0,0,0,0,,,,,,,,,,,"[""b'0.31"", '0.60', '-0.60', '27.53', '-36.56', '34.55', '-7.48', '26.92', '-28.93', ""0\\r\\n'""]"
1651610278.2749028,0,0,0,0,,,,,,,,,,,"[""b'0.20"", '0.45', '-0.49', '29.72', '-51.88', '35.16', '-7.48', '26.92', '-28.93', ""0\\r\\n'""]"
1651610278.2806764,0,0,0,0,,,,,,,,,,,"[""b'0.13"", '0.37', '-0.20', '18.98', '-62.44', '38.02', '-7.48', '26.92', '-28.93', ""0\\r\\n'""]"
1651610278.2866404,0,0,0,0,,,,,,,,,,,"[""b'0.17"", '0.28', '0.08', '13.37', '-67.44', '43.40', '-7.48', '26.92', '-28.93', ""0\\r\\n'""]"
1651610278.2925513,0,0,0,0,,,,,,,,,,,"[""b'0.15"", '0.35', '0.29', '6.16', '-68.30', '48.71', '-7.48', '26.92', '-28.93', ""0\\r\\n'""]"
1651610278.298191,0,0,0,0,,,,,,,,,,,"[""b'0.09"", '0.43', '0.48', '-12.88', '-64.88', '52.19', '-10.21', '27.21', '-27.53', ""0\\r\\n'""]"
1651610278.3045192,0,0,0,0,,,,,,,,,,,"[""b'0.09"", '0.55', '0.63', '-32.35', '-59.02', '54.32', '-10.21', '27.21', '-27.53', ""0\\r\\n'""]"
1651610278.310515,0,0,0,0,,,,,,,,,,,"[""b'0.09"", '0.78', '0.83', '-15.81', '-51.03', '54.75', '-10.21', '27.21', '-27.53', ""0\\r\\n'""]"
1651610278.3169663,0,0,0,0,,,,,,,,,,,"[""b'0.09"", '0.94', '0.93', '-2.69', '-41.93', '52.43', '-10.21', '27.21', '-27.53', ""0\\r\\n'""]"
1651610278.3229802,0,0,0,0,,,,,,,,,,,"[""b'0.07"", '1.14', '0.92', '-1.28', '-33.14', '46.57', '-10.21', '27.21', '-27.53', ""0\\r\\n'""]"
1651610278.328893,0,0,0,0,,,,,,,,,,,"[""b'0.04"", '1.35', '0.84', '-13.24', '-25.88', '36.50', '-12.92', '27.16', '-26.55', ""0\\r\\n'""]"
1651610278.3349388,0,0,0,0,,,,,,,,,,,"[""b'0.00"", '1.58', '0.82', '-22.22', '-20.69', '23.07', '-12.92', '27.16', '-26.55', ""0\\r\\n'""]"
1651610278.3408809,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '1.73', '0.88', '-28.99', '-15.26', '7.08', '-12.92', '27.16', '-26.55', ""0\\r\\n'""]"
1651610278.3465884,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '1.68', '0.86', '-34.24', '-9.89', '-7.51', '-12.92', '27.16', '-26.55', ""0\\r\\n'""]"
1651610278.3525143,0,0,0,0,,,,,,,,,,,"[""b'-0.08"", '1.48', '0.71', '-39.25', '-7.87', '-19.78', '-12.92', '27.16', '-26.55', ""0\\r\\n'""]"
1651610278.3585625,0,0,0,0,,,,,,,,,,,"[""b'-0.07"", '1.24', '0.64', '-39.25', '-7.87', '-19.78', '-12.92', '27.16', '-26.55', ""0\\r\\n'""]"
1651610278.3644478,0,0,0,0,,,,,,,,,,,"[""b'-0.05"", '0.94', '0.67', '-32.59', '-9.77', '-30.21', '-13.11', '24.83', '-22.60', ""0\\r\\n'""]"
1651610278.3700674,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.64', '0.73', '-27.95', '-10.74', '-27.53', '-13.11', '24.83', '-22.60', ""0\\r\\n'""]"
1651610278.3757844,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '0.46', '0.76', '-28.08', '-11.72', '-21.42', '-13.11', '24.83', '-22.60', ""0\\r\\n'""]"
1651610278.3815396,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.32', '0.71', '-28.38', '-12.51', '-13.06', '-13.11', '24.83', '-22.60', ""0\\r\\n'""]"
1651610278.3875947,0,0,0,0,,,,,,,,,,,"[""b'0.02"", '0.27', '0.65', '-31.56', '-14.77', '-5.07', '-13.11', '24.83', '-22.60', ""0\\r\\n'""]"
1651610278.3935235,0,0,0,0,,,,,,,,,,,"[""b'-0.02"", '0.29', '0.66', '-32.59', '-17.58', '2.20', '-13.11', '24.83', '-22.60', ""0\\r\\n'""]"
1651610278.399745,0,0,0,0,,,,,,,,,,,"[""b'-0.05"", '0.46', '0.71', '-24.54', '-19.04', '7.93', '-13.79', '24.28', '-22.30', ""0\\r\\n'""]"
1651610278.4057689,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.65', '0.73', '-12.39', '-19.78', '9.77', '-13.79', '24.28', '-22.30', ""0\\r\\n'""]"
1651610278.4118445,0,0,0,0,,,,,,,,,,,"[""b'-0.07"", '0.75', '0.72', '-4.39', '-20.69', '8.85', '-13.79', '24.28', '-22.30', ""0\\r\\n'""]"
1651610278.4178927,0,0,0,0,,,,,,,,,,,"[""b'-0.08"", '0.80', '0.74', '-2.93', '-20.51', '6.47', '-13.79', '24.28', '-22.30', ""0\\r\\n'""]"
1651610278.4238582,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.80', '0.75', '-8.12', '-19.53', '3.17', '-13.79', '24.28', '-22.30', ""0\\r\\n'""]"
1651610278.4297383,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.80', '0.71', '-12.70', '-18.86', '0.24', '-13.79', '24.28', '-22.30', ""0\\r\\n'""]"
1651610278.4356208,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.79', '0.65', '-11.11', '-19.59', '-1.77', '-13.94', '23.68', '-20.87', ""0\\r\\n'""]"
1651610278.4417827,0,0,0,0,,,,,,,,,,,"[""b'-0.05"", '0.69', '0.60', '-8.36', '-21.73', '-2.50', '-13.94', '23.68', '-20.87', ""0\\r\\n'""]"
1651610278.4482691,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.55', '0.57', '-6.41', '-24.90', '-1.53', '-13.94', '23.68', '-20.87', ""0\\r\\n'""]"
1651610278.4557836,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.49', '0.59', '-0.98', '-28.26', '1.65', '-13.94', '23.68', '-20.87', ""0\\r\\n'""]"
1651610278.463121,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.48', '0.63', '-0.98', '-28.26', '1.65', '-13.94', '23.68', '-20.87', ""0\\r\\n'""]"
1651610278.4702811,0,0,0,0,,,,,,,,,,,"[""b'-0.02"", '0.50', '0.72', '9.34', '-32.17', '8.67', '-14.75', '23.32', '-20.23', ""0\\r\\n'""]"
1651610278.476186,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '0.55', '0.80', '15.69', '-31.98', '11.05', '-14.75', '23.32', '-20.23', ""0\\r\\n'""]"
1651610278.484048,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.62', '0.82', '17.76', '-31.01', '11.78', '-14.75', '23.32', '-20.23', ""0\\r\\n'""]"
1651610278.493401,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.68', '0.81', '10.44', '-29.42', '10.80', '-14.75', '23.32', '-20.23', ""0\\r\\n'""]"
1651610278.5005634,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.77', '0.78', '-4.94', '-27.40', '8.06', '-14.75', '23.32', '-20.23', ""0\\r\\n'""]"
1651610278.5069659,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.85', '0.70', '-17.64', '-26.86', '3.66', '-14.75', '23.32', '-20.23', ""0\\r\\n'""]"
1651610278.5137799,0,0,0,0,,,,,,,,,,,"[""b'-0.02"", '0.89', '0.57', '-19.90', '-29.05', '-1.04', '-15.21', '24.29', '-22.80', ""0\\r\\n'""]"
1651610278.5198886,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.89', '0.43', '-14.71', '-33.57', '-4.82', '-15.21', '24.29', '-22.80', ""0\\r\\n'""]"
1651610278.5274982,0,0,0,0,,,,,,,,,,,"[""b'-0.02"", '0.81', '0.30', '-29.60', '-40.16', '-8.61', '-15.21', '24.29', '-22.80', ""0\\r\\n'""]"
1651610278.5348773,0,0,0,0,,,,,,,,,,,"[""b'0.02"", '0.89', '0.35', '-51.57', '-46.88', '-13.61', '-15.21', '24.29', '-22.80', ""0\\r\\n'""]"
1651610278.5423453,0,0,0,0,,,,,,,,,,,"[""b'-0.10"", '0.81', '0.47', '-24.05', '-51.57', '-15.38', '-15.21', '24.29', '-22.80', ""0\\r\\n'""]"
1651610278.5498497,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.60', '0.43', '-9.34', '-57.19', '-13.79', '-15.21', '24.29', '-22.80', ""0\\r\\n'""]"
1651610278.5560474,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.50', '0.46', '-6.16', '-62.50', '-11.41', '-17.21', '22.89', '-17.33', ""0\\r\\n'""]"
