timestamp,b_0,b_1,b_2,b_3,ax,ay,az,gx,gy,gz,mx,my,mz,tbs,trash
1651610112.3315163,0,0,0,0,,,,,,,,,,,"[""b'33.63"", '-61.65', '-57.86', '-1.07', '24.41', '-26.56', ""0\\r\\n'""]"
1651610112.3369875,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '0.50', '0.34', '33.08', '-70.50', '-60.18', '-1.07', '24.41', '-26.56', ""0\\r\\n'""]"
1651610112.3435583,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.63', '0.17', '102.60', '-84.72', '-58.96', '-1.07', '24.41', '-26.56', ""0\\r\\n'""]"
1651610112.3494325,0,0,0,0,,,,,,,,,,,"[""b'0.07"", '0.49', '0.16', '109.92', '-92.47', '-57.68', '-1.07', '24.41', '-26.56', ""0\\r\\n'""]"
1651610112.3553185,0,0,0,0,,,,,,,,,,,"[""b'0.06"", '0.51', '0.42', '103.15', '-92.16', '-56.03', '-1.07', '24.41', '-26.56', ""0\\r\\n'""]"
1651610112.3608763,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.49', '0.54', '92.35', '-91.00', '-53.47', '-1.92', '27.93', '-31.23', ""0\\r\\n'""]"
1651610112.367697,0,0,0,0,,,,,,,,,,,"[""b'0.01"", '0.49', '0.54', '80.69', '-93.38', '-51.39', '-1.92', '27.93', '-31.23', ""0\\r\\n'""]"
1651610112.3737943,0,0,0,0,,,,,,,,,,,"[""b'0.11"", '0.53', '0.50', '74.77', '-98.02', '-51.33', '-1.92', '27.93', '-31.23', ""0\\r\\n'""]"
1651610112.3794649,0,0,0,0,,,,,,,,,,,"[""b'0.13"", '0.48', '0.51', '64.33', '-103.58', '-52.06', '-1.92', '27.93', '-31.23', ""0\\r\\n'""]"
1651610112.3855736,0,0,0,0,,,,,,,,,,,"[""b'0.15"", '0.30', '0.65', '36.93', '-106.32', '-52.19', '-1.92', '27.93', '-31.23', ""0\\r\\n'""]"
1651610112.391991,0,0,0,0,,,,,,,,,,,"[""b'0.10"", '0.11', '0.83', '13.06', '-104.43', '-47.85', '-5.25', '28.28', '-27.61', ""0\\r\\n'""]"
1651610112.406616,0,0,0,0,,,,,,,,,,,"[""b'0.00"", '-0.14', '1.03', '-2.14', '-97.41', '-35.52', '-5.25', '28.28', '-27.61', ""0\\r\\n'""]"
1651610112.4242668,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '-0.25', '1.08', '0.37', '-89.11', '-19.23', '-5.25', '28.28', '-27.61', ""0\\r\\n'""]"
1651610112.4386456,0,0,0,0,,,,,,,,,,,"[""b'-0.09"", '-0.32', '1.08', '0.24', '-80.93', '-2.20', '-5.25', '28.28', '-27.61', ""0\\r\\n'""]"
1651610112.4475708,0,0,0,0,,,,,,,,,,,"[""b'-0.05"", '-0.32', '1.05', '-11.72', '-72.88', '14.77', '-5.25', '28.28', '-27.61', ""0\\r\\n'""]"
1651610112.4547534,0,0,0,0,,,,,,,,,,,"[""b'0.02"", '-0.07', '1.06', '-1.59', '-63.66', '28.44', '-5.25', '28.28', '-27.61', ""0\\r\\n'""]"
1651610112.4610255,0,0,0,0,,,,,,,,,,,"[""b'0.09"", '0.32', '1.12', '63.54', '-52.06', '35.77', '-7.08', '30.33', '-30.52', ""0\\r\\n'""]"
1651610112.4675887,0,0,0,0,,,,,,,,,,,"[""b'0.12"", '0.48', '0.89', '85.45', '-47.91', '29.79', '-7.08', '30.33', '-30.52', ""0\\r\\n'""]"
1651610112.4739153,0,0,0,0,,,,,,,,,,,"[""b'0.14"", '0.67', '0.59', '85.45', '-47.91', '29.79', '-7.08', '30.33', '-30.52', ""0\\r\\n'""]"
1651610112.4807987,0,0,0,0,,,,,,,,,,,"[""b'0.13"", '0.76', '0.39', '65.55', '-63.48', '5.68', '-7.08', '30.33', '-30.52', ""0\\r\\n'""]"
1651610112.4954932,0,0,0,0,,,,,,,,,,,"[""b'0.12"", '0.73', '0.40', '56.52', '-76.29', '-3.85', '-7.08', '30.33', '-30.52', ""0\\r\\n'""]"
1651610112.5099938,0,0,0,0,,,,,,,,,,,"[""b'0.07"", '0.69', '0.55', '56.52', '-76.29', '-3.85', '-7.08', '30.33', '-30.52', ""0\\r\\n'""]"
1651610112.52169,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '0.66', '0.78', '83.62', '-95.15', '-18.31', '-10.13', '32.98', '-31.04', ""0\\r\\n'""]"
1651610112.5299873,0,0,0,0,,,,,,,,,,,"[""b'-0.06"", '0.48', '0.89', '105.90', '-100.40', '-22.28', '-10.13', '32.98', '-31.04', ""0\\r\\n'""]"
1651610112.5375404,0,0,0,0,,,,,,,,,,,"[""b'-0.14"", '0.32', '0.87', '105.90', '-100.40', '-22.28', '-10.13', '32.98', '-31.04', ""0\\r\\n'""]"
1651610112.5442855,0,0,0,0,,,,,,,,,,,"[""b'-0.17"", '0.09', '0.91', '133.97', '-102.05', '-20.32', '-10.13', '32.98', '-31.04', ""0\\r\\n'""]"
1651610112.5512805,0,0,0,0,,,,,,,,,,,"[""b'-0.13"", '-0.03', '1.09', '133.97', '-102.05', '-20.32', '-10.13', '32.98', '-31.04', ""0\\r\\n'""]"
1651610112.5582209,0,0,0,0,,,,,,,,,,,"[""b'-0.10"", '-0.02', '1.28', '99.43', '-86.73', '-11.29', '-10.13', '32.98', '-31.04', ""0\\r\\n'""]"
1651610112.5667589,0,0,0,0,,,,,,,,,,,"[""b'-0.11"", '0.03', '1.36', '99.43', '-86.73', '-11.29', '-13.53', '35.07', '-28.31', ""0\\r\\n'""]"
1651610112.5730906,0,0,0,0,,,,,,,,,,,"[""b'-0.10"", '0.13', '1.36', '62.13', '-65.80', '-5.43', '-13.53', '35.07', '-28.31', ""0\\r\\n'""]"
1651610112.5789492,0,0,0,0,,,,,,,,,,,"[""b'-0.08"", '0.22', '1.27', '42.42', '-58.23', '-5.80', '-13.53', '35.07', '-28.31', ""0\\r\\n'""]"
