timestamp,b_0,b_1,b_2,b_3,ax,ay,az,gx,gy,gz,mx,my,mz,tbs,trash
1651610682.9607291,0,0,0,0,,,,,,,,,,,"[""b'0.18"", '-0.28', '1.02', '9.40', '32.35', '33.69', '-14.48', '33.33', '-26.95', ""0\\r\\n'""]"
1651610682.9661858,0,0,0,0,,,,,,,,,,,"[""b'0.18"", '-0.37', '0.90', '-3.30', '36.99', '37.66', '-14.48', '33.33', '-26.95', ""0\\r\\n'""]"
1651610682.9725633,0,0,0,0,,,,,,,,,,,"[""b'0.21"", '-0.42', '0.72', '-16.78', '40.04', '43.33', '-14.48', '33.33', '-26.95', ""0\\r\\n'""]"
1651610682.978697,0,0,0,0,,,,,,,,,,,"[""b'0.22"", '-0.46', '0.52', '-18.31', '39.98', '51.27', '-14.48', '33.33', '-26.95', ""0\\r\\n'""]"
1651610682.9844906,0,0,0,0,,,,,,,,,,,"[""b'0.24"", '-0.42', '0.40', '-10.86', '35.83', '61.04', '-14.16', '34.14', '-29.06', ""0\\r\\n'""]"
1651610682.990779,0,0,0,0,,,,,,,,,,,"[""b'0.23"", '-0.33', '0.43', '1.34', '27.77', '71.29', '-14.16', '34.14', '-29.06', ""0\\r\\n'""]"
1651610682.9966712,0,0,0,0,,,,,,,,,,,"[""b'0.17"", '-0.13', '0.54', '11.90', '18.92', '80.63', '-14.16', '34.14', '-29.06', ""0\\r\\n'""]"
1651610683.0024128,0,0,0,0,,,,,,,,,,,"[""b'0.16"", '0.02', '0.61', '20.14', '12.76', '87.28', '-14.16', '34.14', '-29.06', ""0\\r\\n'""]"
1651610683.0083928,0,0,0,0,,,,,,,,,,,"[""b'0.14"", '0.18', '0.63', '17.70', '8.79', '90.09', '-14.16', '34.14', '-29.06', ""0\\r\\n'""]"
1651610683.0138178,0,0,0,0,,,,,,,,,,,"[""b'0.07"", '0.29', '0.61', '17.58', '5.13', '90.76', '-14.16', '34.14', '-29.06', ""0\\r\\n'""]"
1651610683.019527,0,0,0,0,,,,,,,,,,,"[""b'0.05"", '0.39', '0.62', '13.92', '0.73', '89.42', '-15.44', '34.42', '-27.64', ""0\\r\\n'""]"
1651610683.0250397,0,0,0,0,,,,,,,,,,,"[""b'0.03"", '0.43', '0.63', '8.67', '-7.39', '83.01', '-15.44', '34.42', '-27.64', ""0\\r\\n'""]"
1651610683.0307362,0,0,0,0,,,,,,,,,,,"[""b'-0.01"", '0.48', '0.63', '8.67', '-7.39', '83.01', '-15.44', '34.42', '-27.64', ""0\\r\\n'""]"
1651610683.0366528,0,0,0,0,,,,,,,,,,,"[""b'-0.03"", '0.58', '0.65', '3.30', '-11.47', '79.41', '-15.44', '34.42', '-27.64', ""0\\r\\n'""]"
1651610683.0425577,0,0,0,0,,,,,,,,,,,"[""b'-0.04"", '0.77', '0.84', '1.71', '-16.05', '67.57', '-15.44', '34.42', '-27.64', ""0\\r\\n'""]"
1651610683.0480537,0,0,0,0,,,,,,,,,,,"[""b'-0.08"", '0.93', '1.06', '1.71', '-16.05', '67.57', '-15.44', '34.42', '-27.64', ""0\\r\\n'""]"
1651610683.0551903,0,0,0,0,,,,,,,,,,,"[""b'-0.12"", '1.00', '1.18', '6.47', '-15.93', '56.34', '-17.10', '35.61', '-26.82', ""0\\r\\n'""]"
1651610683.0700135,0,0,0,0,,,,,,,,,,,"[""b'-0.12"", '0.96', '1.18', '16.11', '-5.49', '29.66', '-17.10', '35.61', '-26.82', ""0\\r\\n'""]"
1651610683.0831983,0,0,0,0,,,,,,,,,,,"[""b'-0.11"", '0.86', '1.10', '18.98', '-1.46', '19.35', '-17.10', '35.61', '-26.82', ""0\\r\\n'""]"
1651610683.0921154,0,0,0,0,,,,,,,,,,,"[""b'-0.10"", '0.73', '0.95', '19.35', '0.61', '11.66', '-17.10', '35.61', '-26.82', ""0\\r\\n'""]"
1651610683.0989358,0,0,0,0,,,,,,,,,,,"[""b'-0.10"", '0.57', '0.75', '17.33', '-0.37', '7.39', '-17.10', '35.61', '-26.82', ""0\\r\\n'""]"
1651610683.10593,0,0,0,0,,,,,,,,,,,"[""b'-0.11"", '0.43', '0.52', '15.69', '-5.55', '6.90', '-17.10', '35.61', '-26.82', ""0\\r\\n'""]"
1651610683.1135147,0,0,0,0,,,,,,,,,,,"[""b'-0.09"", '0.33', '0.31', '11.60', '-15.50', '9.22', '-16.93', '37.24', '-30.71', ""0\\r\\n'""]"
1651610683.121235,0,0,0,0,,,,,,,,,,,"[""b'-0.11"", '0.28', '0.19', '5.68', '-28.69', '13.31', '-16.93', '37.24', '-30.71', ""0\\r\\n'""]"
1651610683.1279428,0,0,0,0,,,,,,,,,,,"[""b'-0.12"", '0.25', '0.15', '-1.34', '-42.42', '18.62', '-16.93', '37.24', '-30.71', ""0\\r\\n'""]"
1651610683.1348648,0,0,0,0,,,,,,,,,,,"[""b'-0.14"", '0.33', '0.20', '-2.99', '-55.97', '22.89', '-16.93', '37.24', '-30.71', ""0\\r\\n'""]"
1651610683.141893,0,0,0,0,,,,,,,,,,,"[""b'-0.17"", '0.43', '0.31', '5.31', '-68.05', '24.11', '-16.93', '37.24', '-30.71', ""0\\r\\n'""]"
