timestamp,b_0,b_1,b_2,b_3,axL,ayL,azL,gxL,gyL,gzL,mxL,myL,mzL,tbsL,axR,ayR,azR,gxR,gyR,gzR,mxR,myR,mzR,tbsR,trash
1651541762.5082235,0,0,0,0,-0.01,-1.04,-1.11,-18.92,-196.04,69.64,33.83,18.90,6.05,0,1.07,3.35,2.09,126.40,77.33,-99.00,37.15,20.59,-31.82,0,none
1651541762.5391078,0,0,0,0,-0.04,-0.84,-0.25,-19.17,-253.36,104.98,19.54,10.08,-10.42,0,1.03,0.81,0.91,11.17,32.96,-65.55,38.34,21.44,-28.53,0,none
1651541762.5613966,0,0,0,1,0.08,-0.51,0.95,-25.82,-297.79,137.63,19.54,10.08,-10.42,0,0.66,1.23,1.10,2.20,20.26,-43.03,38.34,21.44,-28.53,0,none
1651541762.5929835,0,0,0,0,0.17,0.05,2.17,-16.54,-320.07,164.43,19.54,10.08,-10.42,0,0.53,1.54,1.56,7.39,24.29,-32.84,38.34,21.44,-28.53,0,none
1651541762.621478,0,0,0,0,0.06,0.40,3.08,-31.31,-310.24,178.89,19.54,10.08,-10.42,0,0.43,1.71,1.77,30.27,35.52,-37.23,38.34,21.44,-28.53,0,none
1651541762.6499102,0,0,0,0,-0.69,2.64,3.95,-128.60,-161.50,105.96,19.54,10.08,-10.42,0,0.42,1.75,1.62,36.01,48.71,-52.25,38.34,21.44,-28.53,0,none
1651541762.678222,0,0,0,0,1.58,2.38,3.84,62.07,32.47,-20.87,19.54,10.08,-10.42,0,0.40,1.71,1.46,19.96,62.44,-70.07,42.81,25.73,-27.11,0,none
1651541762.7064278,0,0,0,0,0.01,1.08,3.02,-23.56,80.20,-42.30,22.55,12.34,-8.96,1,0.37,1.62,1.43,-6.10,77.21,-85.51,42.81,25.73,-27.11,0,none
1651541762.7279003,0,0,0,1,0.26,1.15,2.94,-52.49,154.24,-83.62,22.55,12.34,-8.96,1,0.30,1.45,1.42,-28.75,93.57,-98.27,42.81,25.73,-27.11,0,none
1651541762.7563374,0,0,0,0,0.17,1.12,2.74,-51.70,182.80,-104.19,22.55,12.34,-8.96,1,0.18,1.23,1.39,-33.20,109.74,-107.54,42.81,25.73,-27.11,0,none
1651541762.7851214,0,0,0,0,0.04,1.00,2.47,-48.03,208.56,-122.68,22.55,12.34,-8.96,1,-0.03,0.96,1.24,-31.92,124.08,-115.84,42.81,25.73,-27.11,0,none
1651541762.8135254,0,0,0,0,-0.09,0.82,2.19,-49.93,233.40,-138.49,22.55,12.34,-8.96,0,-0.19,0.64,1.03,-37.84,141.60,-128.54,42.81,25.73,-27.11,0,none
1651541762.8348813,0,0,0,1,-0.36,0.77,2.00,-40.10,260.07,-153.26,28.14,14.76,-0.55,0,-0.48,0.33,0.80,-18.37,163.82,-142.64,47.77,29.24,-26.29,0,none
1651541762.8633857,0,0,0,0,-0.70,0.62,1.59,-21.06,289.18,-166.75,28.14,14.76,-0.55,0,-0.76,0.11,0.45,57.13,180.11,-148.80,47.77,29.24,-26.29,0,none
1651541762.8925653,0,0,0,0,-1.03,0.39,1.03,-11.84,317.14,-177.49,28.14,14.76,-0.55,0,-0.74,-0.97,-0.46,57.13,180.11,-148.80,47.77,29.24,-26.29,0,none
1651541762.9143384,0,0,0,1,-1.28,0.17,0.46,-5.86,341.00,-185.24,28.14,14.76,-0.55,0,-0.64,-1.36,-1.38,48.65,157.96,-116.58,47.77,29.24,-26.29,0,none
1651541762.9435036,0,0,0,0,-1.45,-0.01,-0.01,-0.31,356.87,-188.42,28.14,14.76,-0.55,0,-0.70,-2.22,-2.54,9.03,115.30,-79.22,47.77,29.24,-26.29,0,none
1651541762.9722648,0,0,0,0,-1.63,-0.16,-0.43,-0.31,356.87,-188.42,28.14,14.76,-0.55,0,-0.45,-2.84,-3.59,9.03,115.30,-79.22,47.77,29.24,-26.29,0,none
1651541763.0013692,0,0,0,0,-1.82,-0.39,-0.95,-9.95,364.32,-181.27,33.81,16.43,9.31,0,-0.40,-3.31,-4.00,-11.29,-50.66,50.35,43.63,26.23,-31.13,0,none
1651541763.0296984,0,0,0,0,-1.83,-0.71,-1.71,-20.81,354.00,-173.52,33.81,16.43,9.31,0,-0.57,-3.36,-4.00,-13.24,-144.17,128.36,43.63,26.23,-31.13,0,none
1651541763.0586433,0,0,0,0,-1.74,-1.06,-2.58,-36.93,327.51,-162.17,33.81,16.43,9.31,0,-0.85,-2.38,-3.05,25.02,-215.21,178.34,43.63,26.23,-31.13,0,none
1651541763.0799043,0,0,0,1,-1.51,-1.48,-3.35,-81.85,273.19,-143.01,33.81,16.43,9.31,0,-1.02,-1.34,-1.96,148.93,-286.13,213.62,43.63,26.23,-31.13,0,none
1651541763.1096466,0,0,0,0,-1.24,-1.58,-4.00,-28.87,59.39,-55.48,33.81,16.43,9.31,0,-0.99,-1.40,-1.74,83.13,-348.94,251.71,43.63,26.23,-31.13,0,none
1651541763.1374483,0,0,0,0,-0.53,-2.49,-4.00,-25.70,-96.86,16.36,32.32,11.02,5.73,0,-1.34,-0.53,-0.55,42.54,-383.79,286.80,43.63,26.23,-31.13,0,none
1651541763.1602178,0,0,0,1,-0.56,-2.66,-4.00,-30.40,-272.95,102.91,32.32,11.02,5.73,0,-1.35,0.28,0.72,28.44,-400.33,309.45,39.58,26.88,-34.91,0,none
1651541763.1889966,0,0,0,0,-1.10,-2.56,-4.00,-56.46,-448.06,195.92,32.32,11.02,5.73,0,-1.19,3.97,3.99,-113.59,67.26,-57.80,39.58,26.88,-34.91,0,none
1651541763.21851,0,0,0,0,-1.96,-2.00,-3.51,-85.63,-601.99,286.13,32.32,11.02,5.73,0,2.07,0.50,0.19,157.17,86.91,-64.45,39.58,26.88,-34.91,0,none
1651541763.2471247,0,0,0,0,-2.56,-1.10,-1.41,-67.99,-546.87,520.45,20.80,-1.48,-2.10,0,1.91,-0.07,-0.47,-6.35,3.66,-0.37,39.58,26.88,-34.91,0,none
1651541763.2758224,0,0,0,1,-3.82,3.82,3.82,-476.50,-192.38,208.01,20.80,-1.48,-2.10,0,0.67,1.27,0.66,9.77,-23.74,21.79,39.58,26.88,-34.91,0,none
1651541763.3043914,0,0,0,0,3.90,3.03,1.26,166.81,149.72,-126.34,20.80,-1.48,-2.10,0,0.33,2.08,1.70,89.66,-11.78,12.57,39.58,26.88,-34.91,0,none
1651541763.3343449,0,0,0,0,0.93,0.59,0.11,9.52,32.59,-75.87,20.80,-1.48,-2.10,0,0.65,2.24,1.96,103.39,8.48,-12.39,37.76,26.04,-34.16,0,none
1651541763.3625593,0,0,0,0,-0.45,0.78,0.91,-58.65,-37.35,-43.95,21.15,1.55,-3.52,0,0.68,2.20,2.21,67.63,38.51,-44.68,37.76,26.04,-34.16,0,none
1651541763.385671,0,0,0,1,0.63,1.50,2.18,-46.69,-48.40,-47.97,21.15,1.55,-3.52,0,0.39,2.09,2.44,70.13,75.07,-72.75,37.76,26.04,-34.16,0,none
1651541763.4144146,0,0,0,0,0.40,2.48,3.37,15.32,-8.73,-85.02,21.15,1.55,-3.52,1,0.31,1.57,2.15,75.87,107.54,-92.71,37.76,26.04,-34.16,0,none
1651541763.4441257,0,0,0,0,0.17,2.87,3.96,19.65,61.89,-135.44,21.15,1.55,-3.52,1,0.41,1.09,1.68,52.86,130.25,-105.10,37.76,26.04,-34.16,0,none
1651541763.4718764,0,0,0,0,0.09,2.71,3.68,7.14,126.10,-180.24,21.15,1.55,-3.52,1,0.34,0.77,1.35,28.75,145.45,-113.10,37.76,26.04,-34.16,0,none
1651541763.5006175,0,0,0,0,-0.12,2.39,3.03,-5.62,172.24,-219.30,21.29,2.54,-5.92,1,-0.60,0.75,1.37,-110.96,281.98,-220.76,42.69,23.78,-25.32,0,none
1651541763.522783,0,0,0,1,-0.45,2.11,2.57,-18.80,210.45,-256.10,21.29,2.54,-5.92,1,-0.97,-0.18,0.70,-51.51,316.65,-238.77,42.69,23.78,-25.32,0,none
1651541763.5532196,0,0,0,0,-0.79,1.74,2.21,-24.54,247.80,-290.53,21.29,2.54,-5.92,1,-1.62,-0.56,-0.37,35.22,310.00,-225.16,42.69,23.78,-25.32,0,none
1651541763.5814505,0,0,0,0,-1.13,1.25,1.77,-21.12,284.30,-320.13,21.29,2.54,-5.92,0,-1.46,-1.41,-1.90,57.13,280.64,-194.52,47.28,26.57,-26.05,0,none
1651541763.6056552,0,0,0,1,-1.45,0.80,1.26,-9.22,316.41,-342.96,21.29,2.54,-5.92,0,-1.09,-2.20,-3.78,78.74,204.90,-142.88,47.28,26.57,-26.05,0,none
1651541763.6340864,0,0,0,0,-1.88,0.42,0.79,-9.22,316.41,-342.96,21.29,2.54,-5.92,0,-0.58,-2.98,-4.00,30.21,82.28,-77.51,47.28,26.57,-26.05,0,none
1651541763.6646657,0,0,0,0,-2.40,0.11,0.42,42.30,369.26,-371.89,24.78,1.72,-1.31,0,-0.43,-3.26,-4.00,30.03,-63.48,1.22,47.28,26.57,-26.05,0,none
1651541763.6927688,0,0,0,0,-3.00,-0.23,-0.00,59.81,394.29,-378.36,24.78,1.72,-1.31,0,-0.63,-3.32,-4.00,35.58,-205.75,83.68,47.28,26.57,-26.05,0,none
1651541763.7166429,0,0,0,1,-3.45,-0.81,-0.78,68.79,415.47,-377.75,24.78,1.72,-1.31,0,-1.04,-3.06,-4.00,47.00,-324.28,157.29,47.28,26.57,-26.05,0,none
1651541763.7450702,0,0,0,0,-3.57,-1.73,-2.01,134.22,423.03,-362.24,24.78,1.72,-1.31,0,-1.50,-2.53,-3.10,52.00,-408.94,213.93,35.46,24.08,-34.70,0,none
1651541763.7756193,0,0,0,0,-3.65,-3.35,-3.76,225.83,402.95,-311.89,24.78,1.72,-1.31,0,-1.92,-1.83,-1.78,44.68,-462.16,252.99,35.46,24.08,-34.70,0,none
1651541763.8049335,0,0,0,0,-3.30,-4.00,-4.00,314.39,332.58,-207.95,24.78,1.72,-1.31,0,-2.22,-0.92,-0.52,16.48,-494.26,281.49,35.46,24.08,-34.70,0,none
1651541763.8367553,0,0,0,0,-2.69,-4.00,-4.00,314.15,184.08,-49.07,21.26,-0.62,-2.53,0,-2.16,0.18,0.92,-31.07,-495.18,295.35,35.46,24.08,-34.70,0,none
1651541763.8599432,0,0,0,1,-1.95,-4.00,-4.00,29.48,-319.40,293.40,21.26,-0.62,-2.53,0,-2.78,4.00,4.00,-28.87,-77.39,24.78,35.46,24.08,-34.70,0,none
1651541763.8918908,0,0,0,0,-3.27,-3.95,-4.00,-39.49,-590.70,434.08,21.26,-0.62,-2.53,0,1.41,-0.45,0.14,45.47,136.35,-57.43,35.46,24.08,-34.70,0,none
1651541763.9204483,0,0,0,0,-4.00,-2.36,-4.00,-93.81,-823.67,545.53,21.26,-0.62,-2.53,0,1.00,0.40,0.38,-7.51,45.23,1.16,35.61,23.41,-35.08,0,none
1651541763.9458447,0,0,0,1,-4.00,-0.92,-2.86,-221.62,-996.22,637.63,21.26,-0.62,-2.53,0,0.93,0.29,0.43,-63.54,-9.52,38.45,35.61,23.41,-35.08,0,none
1651541763.974938,0,0,0,0,-4.00,0.62,1.03,-601.44,-1033.20,717.47,14.97,-3.99,-5.22,0,0.72,0.82,0.88,-68.73,-26.98,62.99,35.61,23.41,-35.08,0,none
1651541764.0055487,0,0,0,0,-2.69,4.00,4.00,-786.44,-104.55,104.80,14.97,-3.99,-5.22,0,0.35,1.25,1.29,-40.10,-18.37,65.19,35.61,23.41,-35.08,0,none
1651541764.0339978,0,0,0,0,4.00,0.10,-2.12,444.89,340.21,-266.36,14.97,-3.99,-5.22,1,0.28,1.67,1.55,5.31,1.16,45.59,35.61,23.41,-35.08,0,none
1651541764.0588229,0,0,0,1,1.87,-0.59,-2.58,11.60,126.71,-147.16,14.97,-3.99,-5.22,1,0.41,1.80,1.61,13.43,25.21,10.44,35.61,23.41,-35.08,0,none
1651541764.0879107,0,0,0,0,0.33,-0.49,-1.93,-22.03,-47.24,-79.77,14.97,-3.99,-5.22,0,0.37,1.78,1.68,6.35,54.14,-28.02,36.78,23.80,-32.01,0,none
1651541764.1197867,0,0,0,0,0.42,-0.64,-0.92,-62.38,-147.09,-43.33,14.97,-3.99,-5.22,1,0.28,1.51,1.69,-2.20,84.96,-60.79,36.78,23.80,-32.01,0,none
1651541764.1488066,0,0,0,0,-0.16,-0.20,1.17,-74.58,-160.95,-28.56,19.18,-3.71,-2.47,0,0.21,1.17,1.56,-8.48,113.10,-83.50,36.78,23.80,-32.01,0,none
1651541764.1775978,0,0,0,0,-0.18,-0.32,1.24,125.12,-117.61,-13.67,19.18,-3.71,-2.47,0,0.12,0.87,1.38,-14.59,135.93,-98.02,36.78,23.80,-32.01,0,none
1651541764.205794,0,0,0,0,0.14,-0.23,1.54,89.11,-83.86,-9.77,19.18,-3.71,-2.47,0,0.06,0.57,1.17,-24.60,154.42,-105.83,36.78,23.80,-32.01,0,none
1651541764.2343264,0,0,0,0,0.13,0.14,1.76,64.88,-42.79,-7.51,19.18,-3.71,-2.47,0,-0.03,0.36,0.96,-33.08,168.52,-108.46,43.46,24.91,-28.53,0,none
1651541764.2626343,0,0,0,0,0.07,0.17,1.68,28.63,-3.23,-4.64,19.18,-3.71,-2.47,0,-0.09,0.16,0.69,-58.53,176.88,-108.89,43.46,24.91,-28.53,0,none
1651541764.2848227,1,0,0,0,0.30,0.22,1.65,-1.95,33.39,-3.23,26.04,-1.00,3.25,0,-0.24,0.13,0.46,-60.55,180.73,-107.12,43.46,24.91,-28.53,0,none
1651541764.3132706,0,0,0,0,0.28,0.33,1.58,-12.57,68.60,-5.43,26.04,-1.00,3.25,0,-0.50,0.08,0.17,-25.33,180.54,-99.91,43.46,24.91,-28.53,0,none
1651541764.3413155,0,0,0,0,0.17,0.38,1.35,-21.12,100.77,-11.11,26.04,-1.00,3.25,0,-0.60,-0.11,-0.32,14.71,170.72,-84.23,43.46,24.91,-28.53,0,none
1651541764.369402,0,0,0,0,0.10,0.33,0.97,-26.67,127.08,-18.80,26.04,-1.00,3.25,0,-0.49,-0.43,-1.12,53.65,147.28,-57.37,43.46,24.91,-28.53,0,none
1651541764.3911357,0,0,1,0,0.02,0.20,0.48,-26.67,127.08,-18.80,26.04,-1.00,3.25,0,-0.38,-1.38,-3.07,51.39,34.79,20.75,34.28,22.90,-35.67,0,none
1651541764.4202254,0,0,0,0,-0.02,0.05,-0.02,-29.66,150.33,-23.93,26.04,-1.00,3.25,0,-0.29,-1.64,-3.89,60.79,-61.46,67.63,34.28,22.90,-35.67,0,none
1651541764.4491684,0,0,0,0,-0.06,-0.10,-0.45,-29.66,150.33,-23.93,26.54,1.05,2.73,0,-0.25,-1.73,-4.00,73.00,-177.98,112.85,34.28,22.90,-35.67,0,none
1651541764.4785318,0,0,0,0,-0.07,-0.32,-0.83,-11.54,129.15,-5.98,26.54,1.05,2.73,0,-0.47,-1.52,-4.00,72.14,-297.30,149.35,34.28,22.90,-35.67,0,none
1651541764.5012798,1,0,0,0,0.02,-0.56,-1.14,4.82,101.99,12.63,26.54,1.05,2.73,0,-0.94,-1.24,-3.37,64.82,-398.32,174.50,34.28,22.90,-35.67,0,none
1651541764.53076,0,0,0,0,0.02,-0.78,-1.51,23.13,61.77,38.51,26.54,1.05,2.73,0,-1.42,-0.95,-2.19,42.54,-469.91,191.10,34.28,22.90,-35.67,0,none
1651541764.5596561,0,0,0,0,0.03,-0.95,-1.77,31.86,9.28,71.84,26.54,1.05,2.73,0,-1.79,-0.52,-0.83,4.46,-509.40,203.67,36.02,24.63,-36.16,0,none
1651541764.5883055,0,0,0,0,-0.04,-0.97,-1.79,32.47,-50.35,109.01,14.53,-4.43,-4.41,0,-3.07,2.91,2.95,76.84,-164.61,59.57,36.02,24.63,-36.16,0,none
1651541764.6103556,0,0,1,0,-0.07,-0.51,-1.23,15.14,-185.06,187.74,14.53,-4.43,-4.41,0,0.93,-0.12,-1.38,261.84,217.22,-73.12,36.02,24.63,-36.16,0,none
1651541764.63938,0,0,0,0,0.01,0.06,-0.60,4.70,-244.69,222.78,14.53,-4.43,-4.41,0,2.49,-1.09,-1.31,20.63,107.85,-8.97,36.02,24.63,-36.16,0,none
1651541764.6678078,0,0,0,0,0.03,0.66,0.12,-4.21,-287.66,245.91,14.53,-4.43,-4.41,0,1.82,-0.23,-0.39,-54.63,-23.25,59.69,36.02,24.63,-36.16,0,none
1651541764.6971407,0,0,0,0,-0.05,1.26,0.96,-8.18,-312.93,257.26,14.53,-4.43,-4.41,1,1.41,-0.06,0.44,-104.74,-104.92,109.56,36.39,26.65,-33.44,0,none
1651541764.7198887,1,0,0,0,-0.63,2.11,2.21,-109.74,-174.32,162.41,14.53,-4.43,-4.41,1,-0.28,3.90,3.92,-142.58,-88.01,85.51,36.39,26.65,-33.44,0,none
1651541764.7502854,0,0,0,0,1.57,3.13,2.16,74.22,75.81,-15.99,16.26,-5.70,-3.43,1,1.27,1.79,2.17,34.24,-45.10,62.87,36.39,26.65,-33.44,0,none
1651541764.7791243,0,0,0,0,0.69,0.62,0.77,-20.57,59.33,-20.45,16.26,-5.70,-3.43,1,0.53,1.17,1.62,39.18,-39.79,63.90,36.39,26.65,-33.44,0,none
1651541764.8089359,0,0,0,0,0.07,1.05,1.22,-71.29,45.96,-24.84,16.26,-5.70,-3.43,1,0.03,1.53,2.12,47.42,35.46,0.43,36.39,26.65,-33.44,0,none
1651541764.830881,0,0,1,0,0.30,1.01,1.57,-89.48,58.53,-37.90,16.26,-5.70,-3.43,1,-0.11,1.68,2.24,66.10,101.26,-43.33,36.39,26.65,-33.44,0,none
1651541764.8611119,0,0,0,0,0.31,1.17,1.84,-89.48,58.53,-37.90,16.26,-5.70,-3.43,1,-0.14,1.15,1.90,25.09,158.81,-82.70,44.81,28.59,-29.86,0,none
1651541764.8899832,0,0,0,0,0.19,1.24,1.75,-28.26,114.62,-68.36,16.26,-5.70,-3.43,1,-0.32,0.62,1.30,-17.46,198.73,-110.29,44.81,28.59,-29.86,0,none
1651541764.9165385,1,0,0,0,0.11,1.02,1.36,-28.26,114.62,-68.36,20.48,-4.16,0.92,1,-0.57,0.06,0.70,-54.99,219.36,-123.78,44.81,28.59,-29.86,0,none
1651541764.94552,0,0,0,0,0.02,0.89,1.00,-5.74,152.59,-92.77,20.48,-4.16,0.92,0,-0.78,-0.52,0.07,-89.84,222.78,-122.92,44.81,28.59,-29.86,0,none
1651541764.9746604,0,0,0,0,-0.09,0.77,0.71,-14.65,165.41,-106.26,20.48,-4.16,0.92,0,-0.85,-1.07,-0.78,-109.44,208.19,-106.75,44.81,28.59,-29.86,0,none
1651541765.0029533,0,0,0,0,-0.22,0.62,0.44,-27.40,174.62,-119.26,20.48,-4.16,0.92,0,-0.70,-1.27,-1.81,-73.73,171.20,-72.51,44.81,28.59,-29.86,0,none
1651541765.033224,0,0,0,0,-0.29,0.44,0.18,-36.87,178.89,-129.33,20.48,-4.16,0.92,0,-0.39,-1.65,-2.87,-23.01,105.90,-20.45,42.90,27.65,-32.67,0,none
1651541765.0621507,0,0,0,0,-0.31,0.21,-0.07,-39.31,176.45,-134.22,27.03,0.74,5.62,0,-0.29,-1.73,-3.49,-6.71,12.33,37.23,42.90,27.65,-32.67,0,none
1651541765.0925384,0,0,0,0,-0.24,-0.25,-0.49,-22.64,147.28,-129.27,27.03,0.74,5.62,0,-0.35,-1.54,-3.76,10.50,-97.05,90.03,42.90,27.65,-32.67,0,none
1651541765.120828,0,0,0,0,-0.18,-0.46,-0.68,5.19,120.97,-117.61,27.03,0.74,5.62,0,-0.50,-1.14,-3.57,30.03,-206.73,126.46,42.90,27.65,-32.67,0,none
1651541765.1461356,1,0,0,0,-0.09,-0.77,-0.90,33.94,86.73,-97.05,27.03,0.74,5.62,0,-0.78,-0.64,-2.90,32.65,-300.66,142.64,42.90,27.65,-32.67,0,none
1651541765.17511,0,0,0,0,-0.03,-0.99,-1.09,61.89,44.62,-67.26,27.03,0.74,5.62,0,-1.03,-0.10,-0.51,3.42,-392.88,131.90,37.81,26.60,-35.60,0,none
1651541765.2054734,0,0,0,0,-0.02,-1.23,-1.26,80.20,-2.99,-29.30,27.03,0.74,5.62,0,-2.50,4.00,4.00,135.07,-59.27,-5.55,37.81,26.60,-35.60,0,none
1651541765.233846,0,0,0,0,-0.01,-1.41,-1.33,75.20,-56.15,14.47,24.21,0.38,-0.56,0,1.31,0.64,-0.92,144.84,100.40,-73.24,37.81,26.60,-35.60,0,none
1651541765.2602086,0,0,1,0,-0.08,-1.46,-1.31,47.91,-114.69,62.50,24.21,0.38,-0.56,0,1.53,-0.08,-1.40,-17.46,-1.83,-58.84,37.81,26.60,-35.60,0,none
1651541765.288425,0,0,0,0,-0.16,-1.21,-1.06,47.91,-114.69,62.50,24.21,0.38,-0.56,0,0.66,0.34,-0.60,-69.09,-90.39,-44.25,37.81,26.60,-35.60,0,none
1651541765.3198292,0,0,0,0,-0.20,-1.07,-0.79,21.55,-234.56,161.07,24.21,0.38,-0.56,0,-0.10,1.22,2.55,19.84,-78.37,-34.85,37.81,26.60,-35.60,0,none
1651541765.3485808,0,0,0,0,-0.19,-0.59,-0.31,21.55,-234.56,161.07,24.21,0.38,-0.56,0,0.91,0.33,1.37,21.18,-28.56,-30.82,38.50,24.69,-30.73,0,none
1651541765.379029,0,0,0,0,-0.13,-0.08,0.23,-18.80,-341.43,251.95,15.08,-4.37,-4.32,0,0.83,0.75,0.86,5.55,-48.16,-26.12,38.50,24.69,-30.73,0,none
1651541765.401115,1,0,0,0,0.01,0.65,0.91,-33.20,-374.39,281.86,15.08,-4.37,-4.32,0,0.55,0.90,1.28,12.02,-55.54,-27.10,38.50,24.69,-30.73,0,none
1651541765.4329848,0,0,0,0,0.11,1.33,1.52,-103.82,-327.76,258.18,15.08,-4.37,-4.32,1,0.49,1.09,1.80,41.69,-41.81,-33.14,38.50,24.69,-30.73,0,none
1651541765.461834,0,0,0,0,0.85,4.00,3.87,-0.06,1.59,30.27,15.08,-4.37,-4.32,1,0.42,1.21,2.25,88.56,-10.62,-43.52,38.50,24.69,-30.73,0,none
1651541765.4863057,0,0,1,0,2.18,0.28,0.54,187.93,49.56,-5.92,15.08,-4.37,-4.32,1,0.29,1.16,2.43,101.20,30.76,-58.29,38.50,24.69,-30.73,0,none
1651541765.5151355,0,0,0,0,0.82,0.56,1.28,-135.74,8.67,22.16,15.08,-4.37,-4.32,1,0.16,1.06,2.42,77.03,77.33,-74.65,42.57,23.94,-27.38,0,none
1651541765.5461845,0,0,0,0,0.18,1.30,1.66,-109.80,24.05,10.31,16.00,-4.31,-2.91,1,0.11,0.89,2.28,26.12,121.15,-88.87,42.57,23.94,-27.38,0,none
1651541765.5741775,0,0,0,0,0.14,1.37,1.69,-34.91,44.98,-10.19,16.00,-4.31,-2.91,1,-0.03,0.69,2.06,26.12,121.15,-88.87,42.57,23.94,-27.38,0,none
1651541765.59827,1,0,0,0,0.15,1.15,1.38,-3.11,62.01,-32.59,16.00,-4.31,-2.91,1,-0.07,0.64,1.81,-76.54,193.12,-110.84,42.57,23.94,-27.38,0,none
1651541765.6279452,0,0,0,0,0.09,1.08,1.19,-9.03,77.58,-56.76,16.00,-4.31,-2.91,0,-0.23,0.39,1.42,-105.90,222.17,-121.15,42.57,23.94,-27.38,0,none
1651541765.659026,0,0,0,0,-0.03,1.02,1.09,-22.16,95.46,-83.31,16.00,-4.31,-2.91,0,-0.67,0.18,1.00,-126.16,241.88,-130.86,42.57,23.94,-27.38,0,none
1651541765.6804457,0,0,1,0,-0.10,0.96,1.00,-25.76,114.44,-110.29,16.00,-4.31,-2.91,0,-0.97,-0.04,0.49,-126.16,241.88,-130.86,47.28,25.50,-23.22,0,none
1651541765.7088094,0,0,0,0,-0.12,0.87,0.87,-20.39,130.80,-134.40,26.60,1.51,1.75,0,-1.12,-0.36,-0.34,-47.97,244.08,-127.38,47.28,25.50,-23.22,0,none
1651541765.737427,0,0,0,0,-0.11,0.67,0.70,-20.14,142.27,-152.71,26.60,1.51,1.75,0,-0.84,-0.94,-2.04,-8.61,216.00,-102.54,47.28,25.50,-23.22,0,none
1651541765.76615,0,0,0,0,-0.15,0.52,0.57,-19.29,149.29,-164.61,26.60,1.51,1.75,0,-0.19,-1.77,-3.86,-20.75,143.80,-59.08,47.28,25.50,-23.22,0,none
1651541765.7944283,0,0,0,0,-0.19,0.41,0.44,-19.29,149.29,-164.61,26.60,1.51,1.75,0,-0.04,-2.24,-4.00,-21.18,20.08,2.01,47.28,25.50,-23.22,0,none
1651541765.8226488,0,0,0,0,-0.27,0.27,0.19,-0.12,156.25,-173.83,26.60,1.51,1.75,0,-0.05,-2.41,-4.00,15.93,-135.56,72.33,47.28,25.50,-23.22,0,none
1651541765.8443081,1,0,0,0,-0.42,0.08,-0.12,-8.97,154.97,-171.94,31.29,8.56,4.74,0,-0.27,-2.17,-4.00,52.73,-290.47,134.22,48.90,24.98,-19.41,0,none
1651541765.8726518,0,0,0,0,-0.60,-0.19,-0.44,-26.55,147.71,-166.20,31.29,8.56,4.74,0,-0.92,-1.68,-3.94,52.80,-412.84,174.44,48.90,24.98,-19.41,0,none
1651541765.9014273,0,0,0,0,-0.79,-0.62,-0.90,9.34,131.59,-154.24,31.29,8.56,4.74,0,-1.52,-0.35,-0.57,-21.61,-428.53,166.08,48.90,24.98,-19.41,0,none
1651541765.9303358,0,0,0,0,-0.73,-1.33,-1.52,92.22,103.76,-128.48,31.29,8.56,4.74,0,-1.71,2.75,1.61,153.63,92.71,-49.93,48.90,24.98,-19.41,0,none
1651541765.9590907,0,0,0,0,-0.63,-2.21,-2.29,163.88,52.31,-75.87,31.29,8.56,4.74,0,2.48,-1.17,-2.11,61.65,122.01,-34.24,48.90,24.98,-19.41,0,none
1651541765.9873497,0,0,0,0,-0.60,-3.73,-3.98,148.93,-155.27,106.99,31.29,8.56,4.74,0,1.58,-0.69,-1.08,-134.28,-14.77,25.76,48.90,24.98,-19.41,0,none
1651541766.0163734,0,0,0,0,-0.79,-3.57,-4.00,13.67,202.45,-230.29,24.21,19.68,-8.29,0,-0.44,4.00,4.00,-77.88,-10.80,-8.30,47.35,22.51,-17.58,0,none
1651541766.0448387,0,0,0,0,-0.76,0.54,1.10,49.74,258.42,-243.84,24.21,19.68,-8.29,0,1.42,-0.34,0.30,-37.11,-15.81,1.95,47.35,22.51,-17.58,0,none
1651541766.0688446,0,1,0,0,-0.99,0.22,0.68,71.11,282.53,-243.71,24.21,19.68,-8.29,0,0.19,0.06,0.95,-66.35,-39.31,38.09,47.35,22.51,-17.58,0,none
1651541766.0977197,0,0,0,0,-1.24,-0.09,0.30,60.12,302.73,-240.05,24.21,19.68,-8.29,0,-0.40,0.85,1.62,21.06,-25.15,45.78,47.35,22.51,-17.58,0,none
1651541766.127149,0,0,0,0,-1.48,-0.27,-0.01,45.47,320.56,-236.45,26.98,26.39,-4.77,0,-0.20,1.09,1.95,54.69,16.48,29.79,48.75,31.98,-22.56,0,none
1651541766.1554232,0,0,0,0,-1.64,-0.48,-0.41,54.75,334.41,-230.16,26.98,26.39,-4.77,0,0.10,0.77,1.03,-23.99,119.32,-133.24,48.75,31.98,-22.56,0,none
1651541766.1852927,0,0,0,0,-1.82,-0.92,-1.03,78.92,339.60,-215.82,26.98,26.39,-4.77,0,0.13,0.62,0.82,-43.33,125.37,-131.53,48.75,31.98,-22.56,0,none
1651541766.2078996,0,0,0,1,-1.94,-1.36,-1.82,145.81,330.02,-188.29,26.98,26.39,-4.77,0,0.05,0.56,0.37,-79.59,123.72,-120.91,48.75,31.98,-22.56,0,none
1651541766.2373016,0,0,0,0,-1.75,-2.23,-2.89,199.58,291.14,-138.67,26.98,26.39,-4.77,0,0.14,0.21,0.08,-91.00,113.34,-104.31,48.75,31.98,-22.56,0,none
