timestamp,b_0,b_1,b_2,b_3,axL,ayL,azL,gxL,gyL,gzL,mxL,myL,mzL,tbsL,axR,ayR,azR,gxR,gyR,gzR,mxR,myR,mzR,tbsR,trash
1651541315.1767719,0,0,0,0,,,,,,,,,,,,,,,,,,,,,"[""b'0.57"", '0.39', '-17.88', '-21.97', '-69.82', '15.99', '-17.14', '8.63', ""1\\r\\n'""]::[""b'18.10"", ""0\\r\\n'""]"
1651541315.1852717,0,0,0,0,0.33,0.57,0.40,-21.24,-26.25,-67.14,15.99,-17.14,8.63,1,0.26,0.54,0.45,-2.26,-11.66,-73.55,26.61,12.74,-18.10,0,none
1651541315.197801,0,0,0,0,0.33,0.56,0.46,-22.03,-29.42,-64.09,15.99,-17.14,8.63,1,0.25,0.51,0.50,-4.39,-16.30,-71.96,26.61,12.74,-18.10,0,none
1651541315.2079735,0,0,0,0,0.32,0.58,0.47,-20.81,-31.86,-61.04,15.99,-17.14,8.63,1,0.25,0.51,0.53,-6.65,-20.02,-67.02,26.61,12.74,-18.10,0,none
1651541315.2178807,0,0,0,0,0.31,0.64,0.48,-13.61,-34.61,-58.90,15.99,-17.14,8.63,1,0.24,0.52,0.58,-6.65,-20.02,-67.02,26.61,12.74,-18.10,0,none
1651541315.227852,0,0,0,0,0.34,0.71,0.44,-4.82,-38.45,-57.98,17.77,-17.18,7.35,1,0.24,0.56,0.59,-2.81,-25.82,-63.78,29.03,14.14,-18.98,0,none
1651541315.2380428,0,0,0,0,0.36,0.73,0.46,-5.43,-41.99,-58.78,17.77,-17.18,7.35,1,0.28,0.63,0.58,17.21,-32.78,-60.30,29.03,14.14,-18.98,0,none
1651541315.2480268,0,0,0,0,0.37,0.79,0.46,-9.22,-45.35,-61.58,17.77,-17.18,7.35,1,0.32,0.72,0.53,15.01,-36.25,-62.38,29.03,14.14,-18.98,0,none
1651541315.2584531,0,0,0,0,0.35,0.83,0.49,-11.47,-48.22,-65.55,17.77,-17.18,7.35,1,0.31,0.77,0.56,9.09,-38.64,-66.59,29.03,14.14,-18.98,0,none
1651541315.2689323,0,0,0,0,0.32,0.84,0.53,-9.70,-50.48,-70.31,17.77,-17.18,7.35,1,0.28,0.78,0.61,8.24,-40.22,-71.41,29.03,14.14,-18.98,0,none
1651541315.2793033,0,0,0,0,0.31,0.82,0.56,-0.98,-52.61,-74.83,17.77,-17.18,7.35,1,0.25,0.74,0.66,11.23,-41.50,-75.87,29.03,14.14,-18.98,0,none
1651541315.2898557,0,0,0,0,0.30,0.77,0.65,8.00,-53.28,-78.31,19.54,-15.26,8.40,1,0.23,0.68,0.80,23.86,-41.50,-78.98,30.03,15.30,-19.65,0,none
1651541315.299995,0,0,0,0,0.33,0.63,0.65,5.92,-52.37,-78.74,19.54,-15.26,8.40,1,0.24,0.61,0.72,27.04,-41.69,-80.63,30.03,15.30,-19.65,0,none
1651541315.3113787,0,0,0,0,0.34,0.57,0.71,2.99,-50.54,-76.48,19.54,-15.26,8.40,1,0.25,0.52,0.76,25.33,-40.34,-80.14,30.03,15.30,-19.65,0,none
1651541315.3300378,0,0,0,0,0.36,0.50,0.72,0.06,-48.16,-72.02,19.54,-15.26,8.40,1,0.25,0.46,0.79,20.69,-38.39,-77.51,30.03,15.30,-19.65,0,none
1651541315.3477025,0,0,0,0,0.38,0.44,0.75,-2.01,-45.23,-65.73,19.54,-15.26,8.40,1,0.26,0.38,0.80,18.74,-36.25,-72.69,30.03,15.30,-19.65,0,none
1651541315.360513,0,0,0,0,0.41,0.38,0.80,-6.84,-41.44,-57.74,20.87,-13.83,7.50,1,0.28,0.31,0.84,14.59,-33.63,-65.80,30.03,15.30,-19.65,0,none
1651541315.3723981,0,0,0,0,0.46,0.34,0.83,-12.63,-36.68,-48.77,20.87,-13.83,7.50,1,0.31,0.26,0.87,7.51,-30.40,-58.11,32.52,17.82,-21.69,0,none
1651541315.3841348,0,0,0,0,0.50,0.37,0.84,-14.04,-31.56,-40.41,20.87,-13.83,7.50,1,0.35,0.24,0.92,0.79,-26.43,-49.93,32.52,17.82,-21.69,0,none
1651541315.3962064,0,0,0,0,0.53,0.37,0.86,-16.60,-26.67,-32.90,20.87,-13.83,7.50,1,0.39,0.24,0.94,-2.44,-22.16,-41.81,32.52,17.82,-21.69,0,none
1651541315.4084637,0,0,0,0,0.54,0.36,0.86,-26.55,-22.28,-25.70,20.87,-13.83,7.50,1,0.41,0.26,0.93,-10.19,-18.31,-35.03,32.52,17.82,-21.69,0,none
1651541315.4204772,0,0,0,0,0.57,0.38,0.86,-40.34,-18.13,-19.10,20.87,-13.83,7.50,1,0.44,0.29,0.91,-25.94,-15.01,-29.66,32.52,17.82,-21.69,0,none
1651541315.4324722,0,0,0,0,0.59,0.44,0.76,-40.34,-18.13,-19.10,21.89,-14.06,7.09,1,0.47,0.38,0.88,-35.22,-12.08,-25.39,32.52,17.82,-21.69,0,none
1651541315.4444041,0,0,0,0,0.58,0.51,0.80,-43.46,-10.74,-12.94,21.89,-14.06,7.09,1,0.48,0.34,0.95,-38.51,-8.97,-22.09,32.95,17.30,-22.11,0,none
1651541315.4566476,0,0,0,0,0.59,0.55,0.76,-39.31,-8.18,-11.90,21.89,-14.06,7.09,1,0.49,0.39,0.92,-38.27,-6.90,-20.02,32.95,17.30,-22.11,0,none
1651541315.4684806,0,0,0,0,0.60,0.58,0.72,-37.17,-6.90,-11.47,21.89,-14.06,7.09,1,0.50,0.43,0.89,-38.27,-6.90,-20.02,32.95,17.30,-22.11,0,none
1651541315.4805913,0,0,0,0,0.59,0.62,0.69,-34.06,-6.04,-11.96,21.89,-14.06,7.09,1,0.52,0.48,0.84,-34.67,-4.15,-17.94,32.95,17.30,-22.11,0,none
1651541315.4951904,0,0,0,0,0.55,0.70,0.62,-23.25,-5.19,-14.16,22.38,-13.68,8.61,1,0.49,0.50,0.83,-34.67,-4.15,-17.94,32.95,17.30,-22.11,0,none
1651541315.5080457,0,0,0,0,0.54,0.69,0.60,-17.46,-5.55,-16.48,22.38,-13.68,8.61,1,0.47,0.56,0.78,-18.19,-2.26,-18.98,32.95,17.30,-22.11,0,none
1651541315.5180364,0,0,0,0,0.53,0.69,0.58,-15.87,-6.41,-18.01,22.38,-13.68,8.61,1,0.47,0.58,0.74,-18.19,-2.26,-18.98,32.96,17.24,-20.73,0,none
1651541315.52811,0,0,0,0,0.54,0.68,0.56,-14.59,-6.90,-18.92,22.38,-13.68,8.61,1,0.47,0.58,0.71,-12.02,-3.72,-21.61,32.96,17.24,-20.73,0,none
1651541315.5409582,0,0,0,0,0.54,0.69,0.54,-3.66,-8.42,-18.86,22.38,-13.68,8.61,1,0.47,0.56,0.70,-7.26,-4.15,-21.97,32.96,17.24,-20.73,0,none
1651541315.5590076,0,0,0,0,0.52,0.64,0.62,4.76,-8.85,-17.58,22.38,-13.68,8.61,1,0.45,0.54,0.81,12.02,-3.30,-20.26,32.96,17.24,-20.73,0,none
1651541315.5764112,0,0,0,0,0.52,0.49,0.62,-6.04,-8.12,-12.82,22.41,-13.73,9.09,1,0.45,0.46,0.68,6.53,-4.39,-17.40,32.96,17.24,-20.73,0,none
1651541315.5907476,0,0,0,0,0.51,0.50,0.66,-13.00,-7.57,-7.14,22.41,-13.73,9.09,1,0.42,0.42,0.73,-1.10,-5.00,-13.43,33.52,17.08,-21.35,0,none
1651541315.603819,0,0,0,0,0.50,0.49,0.69,-15.26,-6.41,-1.89,22.41,-13.73,9.09,1,0.41,0.39,0.77,-6.04,-4.88,-8.12,33.52,17.08,-21.35,0,none
1651541315.6168015,0,0,0,0,0.49,0.47,0.71,-14.34,-3.97,3.66,22.41,-13.73,9.09,1,0.40,0.36,0.80,-8.06,-3.72,-3.11,33.52,17.08,-21.35,0,none
1651541315.6297915,0,0,0,0,0.47,0.49,0.71,-11.96,-0.73,9.03,22.41,-13.73,9.09,1,0.39,0.34,0.81,-8.73,-1.77,2.08,33.52,17.08,-21.35,0,none
1651541315.6425917,0,0,0,0,0.44,0.49,0.73,-10.80,2.56,13.92,22.41,-13.73,9.09,1,0.37,0.35,0.82,-9.52,0.67,7.69,33.52,17.08,-21.35,0,none
1651541315.6556695,0,0,0,0,0.41,0.49,0.71,-8.73,5.19,18.13,21.90,-13.27,9.07,1,0.34,0.36,0.81,-12.88,2.75,12.70,33.52,17.08,-21.35,0,none
1651541315.6687198,0,0,0,0,0.39,0.53,0.69,0.98,8.12,21.00,21.90,-13.27,9.07,1,0.31,0.37,0.80,-13.43,4.70,16.85,32.97,17.33,-21.78,0,none
1651541315.6819181,0,0,0,0,0.32,0.65,0.74,40.04,11.23,21.30,21.90,-13.27,9.07,1,0.32,0.36,0.83,-0.98,6.47,20.57,32.97,17.33,-21.78,0,none
1651541315.6948826,0,0,0,0,0.41,0.59,0.60,78.74,12.82,21.48,21.90,-13.27,9.07,1,0.33,0.30,0.80,23.44,7.75,24.60,32.97,17.33,-21.78,0,none
1651541315.7078438,0,0,0,0,0.41,0.61,0.60,116.46,12.33,23.07,21.90,-13.27,9.07,1,0.35,0.34,0.85,38.64,9.09,28.99,32.97,17.33,-21.78,0,none
1651541315.720959,0,0,0,0,0.24,0.81,0.62,190.19,10.62,24.72,21.12,-11.95,3.03,1,0.37,0.34,0.68,44.92,8.18,32.96,32.97,17.33,-21.78,0,none
1651541315.73381,0,0,0,0,0.52,0.53,0.41,191.16,6.16,25.15,21.12,-11.95,3.03,1,0.37,0.43,0.65,49.93,5.86,36.44,32.97,17.33,-21.78,0,none
1651541315.7468953,0,0,0,0,0.54,0.51,0.40,164.73,0.73,24.11,21.12,-11.95,3.03,1,0.39,0.54,0.67,53.59,3.23,38.39,32.53,17.11,-22.84,0,none
1651541315.7607136,0,0,0,0,0.52,0.53,0.49,142.52,-3.91,21.91,21.12,-11.95,3.03,1,0.35,0.57,0.61,54.87,0.12,36.13,32.53,17.11,-22.84,0,none
1651541315.7739463,0,0,0,0,0.44,0.56,0.47,130.19,-7.45,18.37,21.12,-11.95,3.03,1,0.38,0.59,0.53,54.87,-4.09,32.17,32.53,17.11,-22.84,0,none
1651541315.787064,0,0,0,0,0.47,0.72,0.53,137.39,-10.68,12.57,21.12,-11.95,3.03,1,0.37,0.62,0.53,49.19,-8.42,26.43,32.53,17.11,-22.84,0,none
1651541315.8003395,0,0,0,0,0.50,0.72,0.40,142.03,-16.78,0.73,21.70,-8.36,-2.00,1,0.49,0.67,0.52,40.53,-13.67,17.70,32.53,17.11,-22.84,0,none
1651541315.814388,0,0,0,0,0.53,0.74,0.48,143.80,-23.38,-12.45,21.70,-8.36,-2.00,1,0.45,0.77,0.56,65.55,-18.43,7.81,32.53,17.11,-22.84,0,none
1651541315.8325882,0,0,0,0,0.63,0.80,0.55,143.80,-23.38,-12.45,21.70,-8.36,-2.00,1,0.57,0.76,0.63,86.73,-24.66,-4.27,31.85,19.15,-25.73,0,none
1651541315.8469648,0,0,0,0,0.61,0.64,0.61,163.57,-33.39,-43.09,21.70,-8.36,-2.00,1,0.50,0.68,0.67,107.67,-29.97,-17.15,31.85,19.15,-25.73,0,none
1651541315.8601472,0,0,0,0,0.53,0.46,0.64,163.57,-33.39,-43.09,21.70,-8.36,-2.00,1,0.51,0.59,0.71,110.60,-33.39,-27.28,31.85,19.15,-25.73,0,none
1651541315.8741548,0,0,0,0,0.56,0.28,0.74,144.04,-37.60,-56.15,21.70,-8.36,-2.00,1,0.53,0.47,0.79,110.60,-33.39,-27.28,31.85,19.15,-25.73,0,none
1651541315.8931322,0,0,0,0,0.51,0.17,0.82,126.22,-33.02,-56.09,21.69,-5.10,-3.33,1,0.45,0.38,0.82,110.23,-31.80,-37.23,31.85,19.15,-25.73,0,none
1651541315.9060414,0,0,0,0,0.37,0.09,0.92,111.88,-26.61,-52.98,21.69,-5.10,-3.33,1,0.35,0.26,0.83,108.22,-28.81,-37.29,31.85,19.15,-25.73,0,none
1651541315.918209,0,0,0,0,0.30,0.02,0.96,93.63,-21.06,-47.97,21.69,-5.10,-3.33,1,0.25,0.19,0.89,97.84,-24.41,-35.64,32.25,22.66,-28.10,0,none
1651541315.9306056,0,0,0,0,0.27,-0.05,0.97,70.68,-14.71,-41.08,21.69,-5.10,-3.33,1,0.18,0.14,0.92,82.58,-18.62,-32.78,32.25,22.66,-28.10,0,none
1651541315.9428918,0,0,0,0,0.30,-0.09,0.98,45.90,-8.24,-31.98,21.69,-5.10,-3.33,1,0.18,0.10,0.92,66.35,-12.45,-28.44,32.25,22.66,-28.10,0,none
1651541315.9553113,0,0,0,0,0.29,-0.11,0.94,24.60,-2.20,-19.78,22.20,-5.41,-3.32,1,0.20,0.05,0.91,49.93,-6.35,-21.73,32.25,22.66,-28.10,0,none
1651541315.967318,0,0,0,0,0.31,-0.14,0.92,4.64,3.78,-6.41,22.20,-5.41,-3.32,1,0.17,-0.02,0.88,29.60,-0.18,-12.02,32.25,22.66,-28.10,0,none
1651541315.9793777,0,0,0,0,0.36,-0.09,0.83,-9.95,8.12,5.68,22.20,-5.41,-3.32,1,0.22,-0.01,0.84,10.80,4.82,-2.69,32.25,22.66,-28.10,0,none
1651541315.992316,0,0,0,0,0.36,0.01,0.77,-11.17,11.35,15.75,22.20,-5.41,-3.32,1,0.26,-0.00,0.80,0.92,9.34,6.65,32.40,22.96,-27.87,0,none
1651541316.010443,0,0,0,0,0.35,0.12,0.73,-2.50,12.63,22.77,22.20,-5.41,-3.32,1,0.23,0.04,0.81,0.98,11.96,15.69,32.40,22.96,-27.87,0,none
1651541316.027127,0,0,0,0,0.39,0.19,0.63,4.03,14.10,26.25,22.20,-5.41,-3.32,1,0.28,0.13,0.71,2.75,13.00,21.73,32.40,22.96,-27.87,0,none
1651541316.0402057,0,0,0,0,0.38,0.39,0.57,27.89,15.26,27.34,22.60,-4.52,-2.66,1,0.32,0.22,0.71,19.17,14.16,25.82,32.40,22.96,-27.87,0,none
1651541316.052074,0,0,0,0,0.35,0.48,0.54,54.14,13.85,26.73,22.60,-4.52,-2.66,1,0.29,0.28,0.66,39.49,13.79,29.11,32.40,22.96,-27.87,0,none
1651541316.0640576,0,0,0,0,0.39,0.51,0.48,54.14,13.85,26.73,22.60,-4.52,-2.66,1,0.31,0.44,0.55,50.35,10.80,29.48,32.40,22.96,-27.87,0,none
1651541316.075728,0,0,0,0,0.41,0.59,0.44,49.93,3.78,18.68,22.60,-4.52,-2.66,1,0.36,0.58,0.47,54.75,5.80,26.25,31.81,24.06,-29.11,0,none
1651541316.087389,0,0,0,0,0.42,0.67,0.42,43.03,-2.44,11.17,22.60,-4.52,-2.66,1,0.38,0.69,0.39,51.27,-0.06,19.90,31.81,24.06,-29.11,0,none
1651541316.0990467,0,0,0,0,0.27,-0.11,1.00,1.34,-3.11,2.26,21.75,20.17,-11.96,1,0.41,0.73,0.38,0.18,-3.66,1.71,33.29,41.39,-35.52,0,none
1651541316.110471,0,0,0,0,0.26,-0.11,1.01,1.04,-2.81,2.01,21.75,20.17,-11.96,1,0.23,0.15,0.99,-0.31,-2.75,0.98,32.73,40.94,-35.31,0,none
1651541316.1222718,0,0,0,0,0.26,-0.11,1.01,0.55,-2.32,1.89,21.75,20.17,-11.96,1,0.23,0.15,1.00,-0.67,-2.44,0.92,32.73,40.94,-35.31,0,none
1651541316.1342916,0,0,0,0,0.26,-0.11,1.00,0.24,-1.95,1.77,21.75,20.17,-11.96,1,0.22,0.15,1.00,-0.79,-2.01,0.73,32.73,40.94,-35.31,0,none
1651541316.146201,0,0,0,0,0.26,-0.11,1.00,0.12,-1.46,1.77,22.14,20.43,-12.11,1,0.22,0.15,1.00,-0.79,-2.01,0.73,32.73,40.94,-35.31,0,none
1651541316.1581535,0,0,0,0,0.25,-0.11,1.00,0.12,-1.22,1.71,22.14,20.43,-12.11,1,0.22,0.15,0.99,-0.98,-1.34,0.18,32.73,40.94,-35.31,0,none
1651541316.1702585,0,0,0,0,0.25,-0.11,1.00,0.49,-0.92,1.46,22.14,20.43,-12.11,1,0.21,0.15,0.99,-0.67,-1.04,0.00,32.73,40.94,-35.31,0,none
1651541316.182199,0,0,0,0,0.25,-0.11,1.00,0.55,-0.67,1.04,22.14,20.43,-12.11,1,0.21,0.16,0.99,-0.43,-0.98,-0.37,33.57,41.03,-35.74,0,none
1651541316.1944005,0,0,0,0,0.25,-0.11,1.00,0.49,-0.55,0.67,22.14,20.43,-12.11,1,0.21,0.15,0.98,-0.43,-1.04,-0.79,33.57,41.03,-35.74,0,none
1651541316.204389,0,0,0,0,0.25,-0.10,0.99,0.43,-0.49,0.37,22.60,20.96,-11.11,1,0.21,0.15,0.98,-0.55,-0.79,-0.98,33.57,41.03,-35.74,0,none
1651541316.2141564,0,0,0,0,0.24,-0.11,0.98,0.31,-0.06,0.12,22.60,20.96,-11.11,1,0.21,0.15,0.97,-0.55,-0.61,-1.28,33.57,41.03,-35.74,0,none
1651541316.2237718,0,0,0,0,0.24,-0.11,0.98,0.43,-0.18,0.00,22.60,20.96,-11.11,1,0.21,0.15,0.98,-0.49,-0.67,-1.34,33.57,41.03,-35.74,0,none
1651541316.2337005,0,0,0,0,0.24,-0.12,0.98,0.67,-0.18,0.00,22.60,20.96,-11.11,1,0.20,0.14,0.97,-0.49,-0.79,-1.53,33.24,40.89,-35.82,0,none
1651541316.2435513,0,0,0,0,0.23,-0.12,0.97,0.98,-0.37,-0.06,22.60,20.96,-11.11,1,0.20,0.14,0.97,-0.43,-0.98,-1.59,33.24,40.89,-35.82,0,none
1651541316.2537537,0,0,0,0,0.23,-0.12,0.97,1.40,-0.37,-0.06,22.60,20.96,-11.11,1,0.20,0.13,0.96,0.00,-0.98,-1.40,33.24,40.89,-35.82,0,none
1651541316.2635174,0,0,0,0,0.23,-0.12,0.97,1.16,-0.37,-0.06,25.35,22.67,-8.31,1,0.19,0.13,0.96,-0.12,-1.04,-1.53,33.24,40.89,-35.82,0,none
1651541316.2730544,0,0,0,0,0.23,-0.12,0.96,0.55,-0.61,0.00,25.35,22.67,-8.31,1,0.19,0.13,0.95,-0.55,-1.04,-1.53,33.24,40.89,-35.82,0,none
1651541316.2827477,0,0,0,0,0.23,-0.12,0.96,0.00,-0.98,-0.06,25.35,22.67,-8.31,1,0.19,0.13,0.95,-1.10,-1.40,-1.46,33.24,40.89,-35.82,0,none
1651541316.2922494,0,0,0,0,0.23,-0.12,0.95,0.00,-0.98,-0.06,25.35,22.67,-8.31,1,0.19,0.13,0.94,-1.16,-1.83,-1.46,34.80,41.27,-34.31,0,none
1651541316.3017967,0,0,0,0,0.22,-0.12,0.95,-0.12,-1.65,-0.12,25.35,22.67,-8.31,1,0.19,0.13,0.94,-0.92,-2.14,-1.28,34.80,41.27,-34.31,0,none
1651541316.3115668,0,0,0,0,0.22,-0.13,0.94,-0.12,-1.65,-0.12,25.35,22.67,-8.31,1,0.19,0.12,0.94,-0.55,-2.38,-1.16,34.80,41.27,-34.31,0,none
1651541316.321159,0,0,0,0,0.22,-0.13,0.94,0.24,-2.32,-0.06,29.38,23.38,-4.42,1,0.18,0.12,0.93,-0.55,-2.38,-1.16,34.80,41.27,-34.31,0,none
1651541316.331247,0,0,0,0,0.22,-0.13,0.93,-0.12,-2.81,0.12,29.38,23.38,-4.42,1,0.18,0.12,0.93,-0.43,-3.17,-0.73,34.80,41.27,-34.31,0,none
1651541316.3408954,0,0,0,0,0.22,-0.13,0.93,-0.24,-3.54,0.18,29.38,23.38,-4.42,0,0.18,0.11,0.92,-0.67,-3.72,-0.55,34.80,41.27,-34.31,0,none
1651541316.3508325,0,0,0,0,0.22,-0.13,0.93,0.12,-3.97,0.12,29.38,23.38,-4.42,0,0.18,0.11,0.93,-0.67,-3.72,-0.55,39.87,38.11,-29.47,0,none
1651541316.3608897,0,0,0,0,0.22,-0.13,0.94,0.12,-4.39,0.73,29.38,23.38,-4.42,0,0.18,0.11,0.94,-0.55,-4.46,-0.18,39.87,38.11,-29.47,0,none
1651541316.371162,0,0,0,0,0.22,-0.15,0.96,0.06,-4.58,1.10,33.90,26.43,5.64,0,0.18,0.10,0.95,-1.34,-4.70,0.12,39.87,38.11,-29.47,0,none
1651541316.3815627,0,0,0,0,0.21,-0.18,0.97,-0.61,-5.00,1.89,33.90,26.43,5.64,0,0.18,0.10,0.95,-2.99,-4.88,0.61,39.87,38.11,-29.47,0,none
1651541316.3916516,0,0,0,0,0.24,-0.19,1.00,-1.77,-5.37,3.05,33.90,26.43,5.64,0,0.17,0.09,0.97,-3.72,-4.76,1.34,39.87,38.11,-29.47,0,none
1651541316.401862,0,0,0,0,0.27,-0.21,1.02,-2.20,-5.07,4.27,33.90,26.43,5.64,0,0.20,0.07,0.99,-5.49,-4.94,2.20,39.87,38.11,-29.47,0,none
1651541316.412686,0,0,0,0,0.29,-0.21,1.05,-2.32,-4.27,6.23,33.90,26.43,5.64,0,0.22,0.06,1.02,-6.84,-4.52,3.17,47.72,36.29,-22.11,0,none
1651541316.4229045,0,0,0,0,0.29,-0.21,1.09,-2.20,-2.81,8.48,33.90,26.43,5.64,0,0.25,0.07,1.08,-7.75,-1.77,6.53,47.72,36.29,-22.11,0,none
1651541316.432786,0,0,0,0,0.28,-0.12,1.22,3.85,1.46,10.13,37.38,24.61,16.76,0,0.28,0.03,1.05,-0.92,-0.24,9.46,47.72,36.29,-22.11,0,none
1651541316.4424658,0,0,0,0,0.32,-0.13,1.38,12.70,7.87,11.60,37.38,24.61,16.76,0,0.26,-0.07,0.94,7.63,-0.85,14.28,47.72,36.29,-22.11,0,none
1651541316.451886,0,0,0,0,0.27,-0.23,1.41,12.70,7.87,11.60,37.38,24.61,16.76,0,0.24,0.00,0.94,2.56,-2.20,18.01,47.72,36.29,-22.11,0,none
1651541316.462711,0,0,0,0,0.27,-0.28,1.37,9.22,22.95,16.36,37.38,24.61,16.76,0,0.25,0.12,1.04,11.05,-2.38,19.53,50.31,40.30,-18.73,0,none
1651541316.472489,0,0,0,0,0.32,-0.06,1.40,16.48,30.58,16.91,37.38,24.61,16.76,0,0.27,-0.06,1.13,12.08,-1.53,21.42,50.31,40.30,-18.73,0,none
1651541316.4822555,0,0,0,0,0.39,0.04,1.46,16.48,30.58,16.91,37.38,24.61,16.76,0,0.37,-0.16,1.20,11.17,0.37,23.38,50.31,40.30,-18.73,0,none
1651541316.4917245,0,0,0,0,0.42,0.13,1.52,46.26,49.26,11.47,37.56,23.93,16.39,0,0.34,-0.25,1.23,35.64,2.69,27.04,50.31,40.30,-18.73,0,none
1651541316.5014656,0,0,0,0,0.40,0.11,1.51,63.90,60.36,9.09,37.56,23.93,16.39,0,0.41,-0.31,1.20,16.11,5.07,29.54,50.31,40.30,-18.73,0,none
1651541316.5117893,0,0,0,0,0.32,0.21,1.43,63.90,60.36,9.09,37.56,23.93,16.39,0,0.36,-0.21,1.21,18.19,8.54,31.80,50.31,40.30,-18.73,0,none
1651541316.5230103,0,0,0,0,0.37,0.21,1.41,92.16,81.30,6.23,37.56,23.93,16.39,0,0.36,-0.22,1.23,16.17,12.27,32.10,44.57,42.04,-29.16,0,none
1651541316.534439,0,0,0,0,0.47,0.11,1.37,72.27,89.05,3.85,37.56,23.93,16.39,0,0.34,-0.06,1.35,48.71,18.62,34.12,44.57,42.04,-29.16,0,none
1651541316.5459442,0,0,0,0,0.45,0.12,1.41,56.52,94.36,0.06,37.56,23.93,16.39,0,0.33,-0.18,1.46,48.71,18.62,34.12,44.57,42.04,-29.16,0,none
1651541316.5583751,0,0,0,0,0.54,0.12,1.46,40.16,99.18,-6.04,32.28,31.64,3.83,0,0.30,-0.14,1.67,46.81,42.36,36.19,44.57,42.04,-29.16,0,none
1651541316.569912,0,0,0,0,0.60,0.20,1.50,40.59,106.45,-13.18,32.28,31.64,3.83,0,0.36,-0.22,1.85,46.81,42.36,36.19,44.57,42.04,-29.16,0,none
1651541316.5817788,0,0,0,0,0.66,0.19,1.51,27.65,115.36,-19.59,32.28,31.64,3.83,0,0.59,-0.26,1.98,39.18,65.73,42.42,44.57,42.04,-29.16,0,none
1651541316.5933826,0,0,0,0,0.75,0.20,1.57,-14.28,125.12,-25.76,32.28,31.64,3.83,0,0.66,-0.26,2.13,37.17,76.48,50.90,32.71,39.99,-36.23,0,none
1651541316.6051538,0,0,0,0,0.78,0.27,1.71,-30.52,139.34,-31.80,32.28,31.64,3.83,0,0.53,-0.19,2.31,36.68,89.17,60.61,32.71,39.99,-36.23,0,none
1651541316.617426,0,0,0,0,0.63,0.21,1.86,-27.95,156.86,-36.19,22.50,37.96,-5.37,0,0.47,-0.11,2.47,29.91,105.59,70.62,32.71,39.99,-36.23,0,none
1651541316.630335,0,0,0,0,0.43,0.09,2.14,-3.97,197.69,-40.04,22.50,37.96,-5.37,0,0.39,-0.01,2.63,19.23,126.04,80.26,32.71,39.99,-36.23,0,none
1651541316.6417415,0,0,0,0,0.06,-0.14,2.19,36.74,220.95,-38.39,22.50,37.96,-5.37,0,0.24,0.04,2.73,-2.81,151.37,87.28,32.71,39.99,-36.23,0,none
1651541316.6532822,0,0,0,0,-0.09,-0.33,2.07,80.51,242.49,-33.26,22.50,37.96,-5.37,0,0.05,0.11,2.78,-35.10,182.80,89.90,32.71,39.99,-36.23,0,none
1651541316.6652796,0,0,0,0,-0.19,-0.45,1.84,118.84,261.29,-23.86,22.50,37.96,-5.37,0,-0.17,0.21,2.75,-68.42,219.24,87.89,33.33,40.72,-36.34,0,none
1651541316.6784017,0,0,0,0,-0.24,-0.57,1.55,147.95,276.12,-10.62,22.50,37.96,-5.37,0,-0.41,0.37,2.44,-102.29,295.72,71.17,33.33,40.72,-36.34,0,none
1651541316.6993396,0,0,0,0,-0.32,-0.64,1.24,165.47,286.56,5.68,20.61,36.54,-8.39,1,-0.74,0.60,2.08,-100.46,326.60,57.50,33.33,40.72,-36.34,0,none
1651541316.719324,0,0,0,0,-0.29,-0.68,0.96,182.01,292.36,26.25,20.61,36.54,-8.39,1,-0.71,0.70,1.35,-70.37,338.13,43.58,33.33,40.72,-36.34,0,none
1651541316.732685,0,0,0,0,-0.32,-0.78,0.68,154.79,291.75,47.73,20.61,36.54,-8.39,1,-0.71,0.89,0.57,-47.06,336.91,26.98,33.33,40.72,-36.34,0,none
1651541316.7425811,0,0,0,0,-0.25,-0.69,0.45,124.15,287.17,66.28,20.61,36.54,-8.39,1,-0.83,1.06,0.19,-34.12,330.81,5.19,33.33,40.72,-36.34,0,none
1651541316.7522237,0,0,0,0,-0.29,-0.52,0.21,104.43,278.81,79.77,20.61,36.54,-8.39,1,-0.77,1.08,-0.36,11.54,314.88,-17.15,41.60,46.31,-34.52,0,none
1651541316.7622907,0,0,0,0,-0.41,-0.33,-0.09,76.29,265.44,87.40,23.28,32.95,-5.77,1,-0.59,1.07,-0.97,36.74,286.32,-39.25,41.60,46.31,-34.52,0,none
1651541316.7718608,0,0,0,0,-0.53,-0.12,-0.43,38.57,244.57,88.44,23.28,32.95,-5.77,0,-0.51,1.02,-1.73,47.55,244.32,-60.06,41.60,46.31,-34.52,0,none
1651541316.781729,0,0,0,0,-0.57,0.01,-0.89,-54.20,215.76,82.28,23.28,32.95,-5.77,0,-0.52,0.95,-2.52,49.13,188.60,-79.71,41.60,46.31,-34.52,0,none
1651541316.7913735,0,0,0,0,-0.64,0.37,-1.39,-136.96,179.38,67.63,23.28,32.95,-5.77,0,-0.52,0.84,-3.26,52.55,119.69,-98.33,41.60,46.31,-34.52,0,none
1651541316.800964,0,0,0,0,-0.73,0.73,-1.93,-164.43,134.22,47.91,23.28,32.95,-5.77,0,-0.43,0.60,-3.88,38.76,41.32,-114.01,43.18,50.07,-31.70,0,none
